gender,weight_kg,height,waist,hip,chest,shoulder-breadth,wrist
0,129.5,177.80587768554688,130.9711456298828,132.3111572265625,139.6776123046875,42.19264221191406,20.84737777709961
1,61.2,160.23094177246094,90.33437347,101.3183135986328,106.78352355957033,33.80565262,17.665124893188477
1,54,165.28773498535156,82.23079681396484,91.75447082519533,93.95092773,32.49729919433594,15.305133819580078
1,92,159.232666,102.49906158447266,117.57249450683594,123.67066192626952,35.562530517578125,18.911033630371094
1,57.5,166.57321166992188,78.21419525146484,96.88197326660156,89.79939270019531,30.85275077819824,15.056265830993652
1,54.7,158.4844970703125,76.08182525634766,98.42938232421876,88.35684204101562,31.007463455200195,14.395955085754396
1,76,172.02320861816406,89.22872924804688,107.05377960205078,101.85441589355467,35.462589263916016,15.936226844787598
1,43.8,154.51976013183594,67.30889129638672,86.07960510253906,82.06284332,31.871562957763672,13.32322883605957
0,72.6,179.1180877685547,79.29971313476562,96.62368774414062,104.19681549072266,38.15660858154297,16.280452728271484
1,78,164.8698272705078,96.26175689697266,111.8002700805664,109.34066772460938,34.42027664,16.693178176879883
1,106.4,166.32949829101562,118.11658477783205,134.38021850585938,131.69024658203125,35.88800811767578,17.411802291870117
1,127.9,168.7707061767578,137.78074645996094,136.50750732421875,158.0977325439453,40.58317565917969,17.474416732788086
1,71.6,166.69068908691406,91.75557708740234,110.42290496826172,98.09128571,34.15828323364258,16.14094352722168
1,70,182.7921600341797,80.45989990234375,101.3371582,93.34755707,32.55315017700195,15.633667945861816
0,79.3,172.91510009765625,99.00374603271484,105.65022277832033,107.29695129394533,38.34026336669922,17.41813087463379
0,103.7,178.02403259277344,111.1035614013672,117.09722900390624,118.28964233398438,38.80396270751953,20.23950768
1,57.1,165.81016540527344,77.95780944824219,96.37197875976562,91.67063141,31.874887466430664,15.460027694702148
1,51.7,161.23806762695312,77.90933990478516,91.49717712402344,86.70921325683594,31.95474624633789,14.747272491455078
1,44.5,158.4619903564453,66.85019684,84.66533660888672,81.38123321533203,31.66289710998535,14.030108451843262
1,44.7,151.2151336669922,71.20048522949219,87.69276428222656,79.85689544677734,32.07281494140625,14.024287223815918
1,55.7,161.8383026123047,75.70884704589844,95.84891510009766,88.28095245361328,32.63264083862305,14.220292091369627
1,104.7,174.03114318847656,115.02202606201172,131.6938018798828,122.39176177978516,35.29177474975586,17.859102249145508
1,54,164.68258666992188,71.45844268798828,92.37269592285156,81.99512481689453,30.057655334472656,14.77553367614746
0,99.4,175.7075958251953,113.65978240966795,110.8886719,121.42195892333984,39.02861404418945,20.053924560546875
0,93.3,175.61512756347656,97.76979828,108.08917999267578,117.97547912597656,40.32970047,18.58370780944824
1,64.5,163.06834411621094,89.16572570800781,104.9401855,98.70079040527344,34.436710357666016,15.734051704406738
0,116.8,183.0934295654297,122.5298080444336,115.88067626953124,131.56178283691406,42.07879257202149,19.808568954467773
1,84.7,158.3703613,99.48329162597656,123.66883850097656,118.97248840332033,35.46060562133789,16.44438362121582
1,72.1,170.60130310058594,87.11894226074219,104.1340332,96.12750244140624,34.60941696166992,16.645978927612305
0,99.5,174.19232177734375,115.29894256591795,115.1156997680664,124.54197692871094,38.85368728637695,18.26924514770508
0,108.8,187.0307159423828,116.23563385009766,121.85929870605467,127.7266845703125,38.40001678466797,19.22883415222168
0,87.8,174.43409729003906,104.67681884765624,112.66050720214844,113.39644622802734,38.03120040893555,17.784774780273438
0,81.4,176.1300048828125,107.4537353515625,104.0723648071289,110.08558654785156,38.40274810791016,17.76391602
1,68,162.10162353515625,90.73526763916016,105.1808853149414,104.2970199584961,34.17443084716797,15.752249717712402
0,75.3,171.0524444580078,91.43632507,107.6463623046875,104.61883544921876,35.46265793,19.15195083618164
1,49.5,160.28561401367188,66.99285125732422,87.63267517089844,86.52423095703125,30.84627914428711,15.487499237060549
1,102.8,168.8522491455078,104.19632720947266,129.89260864257812,118.59539794921876,34.475486755371094,17.049203872680664
1,94.9,159.9865723,101.20260620117188,117.78693389892578,131.00466918945312,36.93025588989258,18.17018699645996
0,81.9,188.1101074,82.71583557128906,98.86341857910156,105.41312408447266,38.06064224243164,17.87684440612793
1,75.7,170.70689392089844,86.06313324,104.5943374633789,100.42091369628906,33.47042465209961,17.317794799804688
1,52.3,165.7818145751953,75.91589355,90.02829742,85.28229522705078,33.28606414794922,15.17377758026123
1,74.8,180.4021759033203,81.78971099853516,107.35359954833984,99.05722045898438,34.87681961,15.80113124847412
1,74.1,171.1628875732422,86.56955719,102.2571792602539,94.72913360595705,34.05418777,15.970812797546388
0,93.6,186.13699340820312,101.95818328857422,112.5880889892578,108.7930908203125,38.85473633,18.90830993652344
1,125,168.57394409179688,117.42993927001952,142.5529327392578,137.70901489257812,38.55736923217773,17.80530357
0,79.9,177.8000488,94.31951141357422,100.57941436767578,107.20211791992188,38.24262619018555,16.74200439453125
0,74.7,161.58062744140625,101.34970092773438,109.54368591308594,107.36843872070312,35.64270782470703,19.24217987060547
1,58,157.19158935546875,81.07803344726562,97.01718139648438,91.78925323486328,31.40212631225586,15.665897369384766
0,61.8,173.00682067871094,82.08523559570312,93.19481658935548,92.64643096923828,35.75990295410156,17.42724609
0,77.1,180.85389709472656,92.45130920410156,99.81700134277344,99.34275817871094,36.701446533203125,18.35095215
0,88.4,186.4690399169922,96.00309753417967,107.43553161621094,104.37577056884766,37.91426467895508,17.746280670166016
1,60.3,157.32530212402344,84.48793029785156,98.44182586669922,92.16949462890624,32.39217758178711,14.63787556
0,108.1,179.26693725585938,116.49138641357422,118.73512268066406,122.6309051513672,39.35876465,18.848432540893555
1,53.6,162.29005432128906,72.93648529052734,94.68377685546876,85.30800629,31.09188270568848,15.022627830505373
1,59.8,164.83982849121094,75.64907074,93.20908356,96.3050766,31.29913902282715,15.493438720703123
1,59.8,151.79644775390625,85.20623779296875,101.9163055419922,100.0503921508789,33.538352966308594,15.665730476379396
1,76.6,168.7393798828125,87.58342742919922,107.87870025634766,103.30248260498048,36.047760009765625,16.41381264
0,73.1,179.77188110351562,85.54456329345703,96.62601470947266,97.56895446777344,36.31689834594727,17.400888442993164
0,111.3,186.83920288085935,115.25193786621094,115.3466339111328,123.63607025146484,39.95930099487305,19.62705421447754
1,62,164.07815551757812,72.19877624511719,98.76374053955078,86.02516937,33.03768539428711,16.495532989501953
0,71.7,181.25863647460935,81.99840545654297,96.83011627197266,97.33948516845705,37.13484954833984,16.679553985595703
0,74,173.6882324,91.63160705566406,96.21039581298828,100.21031188964844,36.019126892089844,18.336400985717773
1,57.1,151.21119689941406,78.95205688476562,96.375,99.2458725,32.314476013183594,15.726022720336914
1,43.4,159.1643829345703,67.79776763916016,87.41777801513672,87.05609130859375,29.50169563293457,14.393245697021484
1,57.9,165.4566192626953,78.46396637,99.54870605,89.02261352539062,31.42520523071289,17.54163932800293
1,111.6,171.5508575439453,116.48085021972656,127.29202270507812,127.1275405883789,38.02378845214844,18.009706497192383
0,77.5,175.34027099609375,96.56237030029295,102.5641860961914,102.47447204589844,35.603118896484375,17.44281578063965
0,72.5,172.08644104003906,87.22444915771484,101.06621551513672,101.84294891357422,37.12794494628906,17.787799835205078
1,43.9,150.30686950683594,73.08224487304688,89.33261871,85.16121673583984,29.74304771,14.652831077575684
0,83.6,176.74200439453125,87.71826934814453,105.7285385131836,105.62963104248048,39.08355712890625,18.92030143737793
0,128.9,177.50450134277344,130.8540496826172,135.20223999023438,139.6765137,42.61506271362305,18.955398559570312
1,56.3,154.9039764404297,73.75670623779297,93.83872223,87.67111206054688,31.190149307250977,15.098040580749512
1,94.7,173.4594268798828,105.35202026367188,119.91519927978516,124.73866271972656,35.749271392822266,16.87349510192871
0,77.1,180.9505157470703,89.98071289,101.72364044189452,100.58475494384766,37.26281738,16.970964431762695
0,47.7,161.82583618164062,66.77975463867188,81.08502197265625,86.21799469,34.241233825683594,14.76791763305664
0,58.5,177.77345275878906,77.78275299072266,91.55852508544922,92.63616180419922,35.42715072631836,15.709827423095703
1,70.1,164.66419982910156,78.91762543,95.50276184082033,92.72525024414062,33.205074310302734,15.52091121673584
1,52.1,160.67520141601562,72.15530395507812,89.96238708496094,83.56680297851562,31.023906707763672,15.67077922821045
0,83.9,178.1333770751953,104.01077270507812,108.10506439208984,105.5401840209961,36.87726593017578,18.189044952392575
1,48.6,150.16653442382812,76.54219055175781,91.30935668945312,89.79727172851562,31.794981002807617,15.158936500549316
1,56.3,163.4244842529297,80.07501220703125,93.66667938232422,87.77751922607422,34.54420471191406,14.403146743774414
1,60.8,169.65496826171875,75.72407531738281,97.08084869384766,94.87334442138672,33.46949005126953,15.59873867034912
1,74.8,170.41500854492188,97.35601043701172,103.02649688720705,109.53543090820312,33.969722747802734,17.295541763305664
0,92.1,180.03533935546875,103.01238250732422,109.57288360595705,113.2257843017578,39.51165008544922,17.02920913696289
1,61.7,167.31739807128906,82.89772797,99.48011016845705,91.69763184,34.143898010253906,15.819812774658203
0,69.3,181.28717041015625,81.84776306152344,97.76292419433594,96.37688446044922,35.47491836547852,16.255773544311523
1,56.4,162.60032653808594,75.24242401123047,96.89122772216795,86.21086120605469,31.07225227355957,14.416463851928713
1,43.8,154.67930603027344,65.71483612060547,84.48629760742188,83.39971160888672,31.40195655822754,13.21943187713623
0,71.8,177.5192413330078,86.28388214111328,98.61276245117188,99.02732086,37.67217254638672,15.967979431152344
1,56.7,161.02944946289062,75.29882813,100.90899658203124,84.28147888183594,30.149885177612305,14.48422908782959
1,55.3,153.11878967285156,76.25660705566406,94.16141510009766,89.31320953,30.498214721679688,15.294002532958984
1,60.2,169.84677124023438,79.25624847,98.30657196044922,96.11713409423828,30.67871856689453,16.029094696044922
0,95.4,183.4100341796875,100.95582580566406,113.15794372558594,120.19135284423828,37.96393585205078,17.557947158813477
0,72.6,171.03335571289062,84.46031951904297,98.22955322265624,105.15442657470705,35.50762176513672,16.894670486450195
1,62.7,159.79754638671875,91.99510192871094,102.48490142822266,101.34762573242188,31.670143127441406,16.109832763671875
1,66.8,159.1615753173828,83.04171752929688,100.70880889892578,104.21314239501952,34.266876220703125,15.774415016174316
0,81.8,175.29957580566406,95.16337585,104.30720520019533,111.18211364746094,38.96685028076172,16.96610450744629
0,73.3,175.5289306640625,79.38764953613281,98.91906738,95.83525085,37.54851150512695,17.571449279785156
1,54,163.78680419921875,73.00337219238281,94.66599274,90.52793121,32.52735900878906,14.382854461669922
0,86.4,177.69964599609375,111.80325317382812,106.04402160644533,120.86920928955078,39.90592956542969,18.23077392578125
1,60.4,159.15362548828125,86.90574645996094,101.25994873046876,98.15022277832033,32.15092849731445,15.400731086730955
0,68.2,173.77650451660156,90.23596954345705,99.85727692,99.02532958984376,36.87932205200195,16.701860427856445
1,55,180.44290161132807,70.76034545898438,93.01581573486328,83.83202362060547,33.71669387817383,15.923686981201172
1,90,172.80796813964844,94.65394592285156,120.11255645751952,107.22444152832033,35.79728698730469,16.40015983581543
0,69,180.56451416015625,74.20568848,93.41423797607422,95.78325653076172,37.35953903198242,16.42629051208496
1,58.1,169.7779998779297,76.11349487304688,93.39957427978516,86.85495758,32.68589401245117,14.69743824005127
1,68.6,164.38821411132812,87.57139587402344,106.4208755493164,99.02033233642578,34.98820114135742,15.853696823120115
1,59.6,155.85098266601562,82.52244567871094,96.74214935302734,93.30872344970705,33.48717498779297,15.08115577697754
0,64.7,176.7652587890625,76.40278625488281,92.15855407714844,93.64473724365234,36.11168289,16.623964309692383
1,55.4,162.51742553710938,77.72234344482422,90.39118957519533,86.06985473632812,31.382354736328125,15.282044410705566
1,50.8,166.23001098632812,75.71871185302734,95.83859252929688,83.20680236816406,31.26689720153809,13.727659225463867
1,50.2,157.5757293701172,74.08250427246094,90.70989227294922,85.43123626708984,30.99321174621582,14.994433403015137
0,62.4,169.6250762939453,87.09140778,96.57138824,94.88259125,35.21318435668945,15.911107063293455
1,56.8,167.81398010253906,74.09357452392578,95.28504180908205,87.67617035,32.39208984,15.318437576293944
1,56.1,163.7513427734375,75.12724304199219,92.62315368652344,90.60137939453124,31.35368537902832,14.859233856201172
1,62.4,160.70936584472656,77.21727752685547,100.00218200683594,91.72769165039062,32.67109298706055,15.80761719
0,90.5,184.8885955810547,100.30048370361328,109.2298583984375,107.36471557617188,38.39826202392578,18.653488159179688
0,101.7,166.2102813720703,128.0204315185547,119.99818420410156,123.80052185058594,38.944820404052734,19.45508957
1,54.4,155.27716064453125,80.78389739990234,99.53684997558594,93.01215362548828,31.751813888549805,15.29905605316162
1,55.1,168.31849670410156,80.09152985,95.7997818,93.24157715,32.67527389526367,14.397062301635742
0,135.6,183.82911682128903,120.26205444335938,135.13272094726562,132.59225463867188,42.95903015136719,20.81599235534668
1,77.9,165.52645874023438,92.8046875,117.4475098,105.8432388305664,33.54068374633789,15.978811264038086
1,49.8,166.78639221191406,70.62446594238281,89.49312591552734,84.37253571,30.399126052856445,13.97754955291748
1,103.7,175.9440918,96.69747161865234,119.61119842529295,112.80599975585938,36.30364608764648,18.71965980529785
0,52.4,172.74697875976562,70.27716064453125,89.24663543701172,83.7845459,34.04256057739258,14.48149299621582
0,94.8,177.16375732421875,109.4626465,106.59538269042967,123.0123519897461,39.44866561889648,18.70893669128418
1,68.6,167.85313415527344,83.12193298339844,101.6916732788086,96.75222778320312,33.17200851,16.71236801147461
1,52.9,160.56869506835938,78.64887237548828,92.65199279785156,85.07809448242188,32.14908981323242,14.13836956
0,85.2,172.3189697265625,104.81824493408205,105.08120727539062,110.51465606689452,36.75532531738281,18.696430206298828
0,80,168.58792114257812,96.65926361083984,108.38180541992188,105.79165649414062,37.90238571166992,16.697866439819336
0,71.1,171.501709,97.53271484,103.99983215332033,106.77129364013672,38.22545242,16.20212173461914
0,67.9,172.54241943359375,84.35791016,96.92670440673828,100.71381378173828,36.09177780151367,16.121572494506836
0,73,173.6566619873047,90.61203002929688,103.9889907836914,99.20812988,36.88264083862305,16.535747528076172
0,70.9,175.46058654785156,88.57557678222656,96.65038299560548,104.25160217285156,36.99154281616211,15.828461647033691
0,103.5,181.09652709960935,111.40437316894533,121.6362533569336,112.40560913085938,38.66722488,18.532075881958008
1,57.8,163.08160400390625,77.42766571044922,98.63542938232422,89.73884582519531,30.955961227416992,14.525195121765137
0,97.1,186.17161560058597,97.44104004,107.6914063,111.64435577392578,38.97535705566406,18.94434738
1,63.1,174.20008850097656,80.47161865234375,99.2512207,99.97323608398438,33.50370788574219,15.60745334625244
0,77.1,169.7710418701172,95.05012512207033,101.67662811279295,109.3733901977539,37.53355407714844,17.500932693481445
0,64.9,161.72779846191406,85.84545135498047,97.47995758,96.84767150878906,34.92213058,16.422012329101562
1,54.5,167.70223999023438,73.61782074,91.70751953,84.56294250488281,34.20514297485352,14.480243682861328
0,68,159.72938537597656,86.31958008,101.2441177368164,104.5008544921875,36.95061492919922,17.430755615234375
0,67.8,173.22483825683594,93.33908844,95.93545532226562,101.83638763427734,36.47538757324219,17.335660934448242
0,66.2,174.58718872070312,75.10987854003906,92.81181335,93.59915161132812,35.98219680786133,17.38377571105957
1,89.4,169.68325805664062,91.24932098388672,115.04203033447266,116.06432342529295,36.65241241455078,18.681537628173828
0,63.5,182.2162933349609,71.64570617675781,91.78816223144533,90.26206207,37.33503341674805,17.198314666748047
0,90.7,173.83953857421875,95.97457885742188,110.76982879638672,111.68314361572266,37.867313385009766,17.892236709594727
1,53.9,157.3115692138672,71.36104583740234,95.13838196,87.50610352,30.79490852355957,13.69972038269043
1,60.4,156.44058227539062,75.35913086,99.42815399169922,87.63007354736328,31.85574150085449,14.983437538146973
1,62.4,175.41925048828125,76.96931457519531,97.42369842529295,88.46587371826172,32.144412994384766,16.094562530517578
0,67.1,184.2526092529297,80.37828826904297,98.07701110839844,95.47853851,35.54695510864258,16.758901596069336
1,60.7,162.70162963867188,79.49688720703125,95.99167633,93.48346710205078,33.29747009277344,16.63339614868164
0,78.1,179.09568786621094,86.82711029052734,98.99007415771484,108.58653259277344,40.12603378295898,16.801008224487305
1,61.2,160.67015075683594,81.60694885253906,100.93024444580078,100.78822326660156,31.94830703735352,14.961175918579102
1,56.7,174.7017364501953,73.15246582,96.49082184,87.88798522949219,33.16676712036133,15.13335132598877
0,92.6,174.25135803222656,103.07198333740234,105.4935073852539,116.10148620605467,39.31756591796875,19.21291923522949
0,104.7,180.21734619140625,110.32696533203124,112.49620819091795,124.61991119384766,41.04152679,18.843141555786133
0,65,176.35191345214844,79.53717803955078,97.38419342041016,95.82107543945312,35.69122314453125,16.620792388916016
1,60,161.66888427734375,81.49641418457031,98.71662902832033,93.38150787353516,32.313350677490234,15.527921676635742
0,77.9,171.66595458984375,100.4953613,103.37541198730467,107.61247253417967,37.25028610229492,18.03565598
0,66.1,171.67872619628906,85.22874450683594,95.09037017822266,96.89627075195312,36.53500747680664,16.560117721557617
0,90.3,173.6176758,110.44745635986328,109.51953887939452,117.61591339111328,37.69536209106445,18.333595275878903
0,70.4,176.00352478027344,81.33248138427734,95.75327301,100.8330535888672,37.43587493896485,16.398483276367188
0,63.4,170.44175720214844,77.83877563476562,97.51052094,93.70476531982422,34.66804122924805,15.880075454711914
0,67.4,169.68104553222656,82.42882537841797,96.96455383,104.22062683105467,36.380489349365234,16.714935302734375
0,86.3,177.34730529785156,99.81312561035156,112.67446899414062,110.17871856689452,37.82342529296875,18.425111770629883
0,57.8,169.9075164794922,72.90608215332031,91.64965057373048,92.45809173583984,36.76097488,15.607600212097168
1,49.8,154.43963623046875,79.62554168701172,90.77550506591795,86.97582244873047,31.33411217,13.727112770080566
1,63.3,165.2730712890625,78.38206481933594,99.22045135498048,95.20720672607422,33.73960876464844,15.757991790771484
0,63.5,174.34793090820312,82.21292114257812,91.13037109,99.24969482421876,36.568546295166016,17.27794647216797
